DataSavedTime,MilliSecond,Item001,Item002,Item003,Item004,Item005,Item006,Item007,Item008,Item009,Item010
2019-06-14 17:00:00.000,0,,,,,,,,,,
2019-06-14 17:01:00.000,0,,,,,,,,,,
2019-06-14 17:02:00.000,0,,,,,,,,,,
2019-06-14 17:03:00.000,0,,,,,,,,,,
2019-06-14 17:04:00.000,0,,,,,,,,,,
2019-06-14 17:05:00.000,0,,,,,,,,,,
2019-06-14 17:06:00.000,0,,,,,,,,,,
2019-06-14 17:07:00.000,0,,,,,,,,,,
2019-06-14 17:08:00.000,0,,,,,,,,,,
2019-06-14 17:09:00.000,0,,,,,,,,,,
2019-06-14 17:10:00.000,0,,,,,,,,,,
2019-06-14 17:11:00.000,0,,,,,,,,,,
2019-06-14 17:12:00.000,0,,,,,,,,,,
2019-06-14 17:13:00.000,0,,,,,,,,,,
2019-06-14 17:14:00.000,0,,,,,,,,,,
2019-06-14 17:15:00.000,0,,,,,,,,,,
2019-06-14 17:16:00.000,0,,,,,,,,,,
2019-06-14 17:17:00.000,0,,,,,,,,,,
2019-06-14 17:18:00.000,0,,,,,,,,,,
2019-06-14 17:19:00.000,0,,,,,,,,,,
2019-06-14 17:20:00.000,0,,,,,,,,,,
2019-06-14 17:21:00.000,0,,,,,,,,,,
2019-06-14 17:22:00.000,0,3.01,2.95,3.04,3.02,2.98,3.03,,,,
2019-06-14 17:23:00.000,0,3.01,2.96,3.03,3,2.98,2.98,,,,
2019-06-14 17:24:00.000,0,3.03,2.97,3.01,2.99,2.99,3,,,,
2019-06-14 17:25:00.000,0,3.02,2.93,2.96,3,2.99,2.96,,,,
2019-06-14 17:26:00.000,0,3.09,2.91,2.97,2.96,2.97,2.96,,,,
2019-06-14 17:27:00.000,0,3.07,2.94,3.02,3.01,2.98,2.96,,,,
2019-06-14 17:28:00.000,0,3.03,2.96,3,2.98,2.97,2.99,,,,
2019-06-14 17:29:00.000,0,3.03,2.92,2.99,3.01,2.98,3.03,,,,
2019-06-14 17:30:00.000,0,3.01,2.92,3,3,2.97,3,,,,
2019-06-14 17:31:00.000,0,3.06,2.95,2.92,3.03,2.99,2.99,,,,
2019-06-14 17:32:00.000,0,3.03,2.95,3,3.01,2.98,2.98,,,,
2019-06-14 17:33:00.000,0,3.02,2.9,2.98,3,2.98,2.96,,,,
2019-06-14 17:34:00.000,0,3.03,2.93,3,2.98,2.94,2.96,,,,
2019-06-14 17:35:00.000,0,3.03,2.95,3.03,2.95,2.97,2.96,,,,
2019-06-14 17:36:00.000,0,3.01,2.94,3,2.96,2.98,2.99,,,,
2019-06-14 17:37:00.000,0,3.05,2.95,2.99,2.96,2.95,2.96,,,,
2019-06-14 17:38:00.000,0,3.05,2.88,2.98,2.94,2.93,2.96,,,,
2019-06-14 17:39:00.000,0,3.05,2.92,2.99,2.94,2.95,2.95,,,,
2019-06-14 17:40:00.000,0,3,2.92,3.02,2.94,2.95,2.93,,,,
